titulo,autor,ISBN_13,ISBN_10,ano,paginas,idioma,editora,rating,genero
Glee - Câmbio Exterior,Sophia Lowell,9780316123617,316123617,2012,230,português,Galera,0,
Gossip Girl : Eu Não Mentiria Pra Você,Ziegesar,9788501080813,8501080810,2008,240,português,Galera,3.4,
Grey: Cinquenta Tons de Cinza Pelos Olhos de Christian,E.L. James,9788580577723,8580577721,2015,300,português,Intrínseca,4,
Guia do leitor para Uma breve história do tempo de Stephen Hawking,Stephen Hawking,9788532504456,8532504450,1994,171,português,Rocco,3.7,
Guia do Mestre em Pokémon Go,Ricardo Caetano,9788550300641,8550300640,2016,144,português,Universo,0,
Histórias que curam...,Elisabeth Lukas,9788587795816,8587795813,2005,171,português,Verus,3.5,
Horóscopo 2007,Marisa Pretz,9788576652298,8576652293,2015,344,português,,0,
Hotel Valhala: Guia dos mundos nórdicos,Rick Riordan,9788551002315,8551002317,2017,160,português,Intrínseca,2.5,
Identidade Roubada,Chevy Stevens,9788580410129,8580410126,2011,256,português,Arqueiro,4.3,
Imagine all the people,Fabien Oaki,9788587795656,8587795651,2004,163,português,Verus,3.7,
Índia - Da Miséria A Potência,Patricia Campos Mello,9788576652731,8576652730,2008,152,português,,4.3,
"Inglaterra, inglaterra",Julian Barnes,9788532511553,8532511554,2000,255,português,Rocco,3.5,
Inglês na prática,Chris Tunwell,9788579300653,8579300657,2010,108,português,Universo,2.5,
Inglês para escrever corretamente,Milene Fahd,9788579300660,8579300665,2010,128,português,Universo,4,
Inglês para inpressionar no dia a dia,Chris Tunwell,9788579300684,8579300681,2010,128,português,Universo,3,
Inglês para redação e leitura,Priscila Raposo,9788579300677,8579300673,2010,128,português,Universo,2.5,
Inspeção,Josh Malerman,9788551005279,8551005278,2019,416,português,Intrínseca,4,
Invisível,David Levithan,9788501403223,8501403229,2014,322,português,Galera,3.5,
Irresistíveis,Christina Lauren,9788550300931,8550300934,2016,416,português,Universo,0,
James Hetfield: O Lobo À Frente do Metallica,Mark Eglinton,9788582350812,8582350813,2014,208,português,Gutenberg,3.8,
Jardim de menino poeta,Maria Valéria Rezende,9788576652960,857665296X,2007,,português,,0,
Jesus de Nazaré,Papa Bento XVI,9788542208375,8542208374,2016,112,português,,5,
João Guilherme na Estrada,João Guilherme,9788542210712,8542210719,2017,192,português,,2.2,
José Olympio,José Mario Pereira (org.),9788575422649,8575422642,2008,424,português,Sextante,0,
Kama-Sutra Moderno,François Hérausse,9788542203707,8542203704,2014,192,português,,4,
Kit Livros Isabela Fretas - Não Se Apega não/Não se Iluda não/ Não se Enrola não,Isabela Freitas,9788551004548,8551004549,2018,,português,Intrínseca,4.7,
Lábia,Waly Salomão,9788532508478,8532508472,1998,96,português,Rocco,3.5,
"Lado Profundo Da Vida, O - Como Enfrentar E Superar As Crises Pessoais",Walter Dresel,9788576650621,8576650622,2018,250,português,,0,
Lendas do deserto,Malba Tahan,9788576861614,8576861615,2012,208,português,Verus,4,
Leonardo da Vinci,Walter Isaacson,9788551002582,8551002589,2017,640,português,Intrínseca,0,
Lições sobre amar e viver,Morrie Schwartz,9788586796296,8586796298,1999,160,português,Sextante,3.4,
Liderança Radical,STEVE FARBER,9788575422465,8575422464,2006,160,português,Sextante,3.5,
Linha do Tempo,Michael Crichton,9788532511393,8532511392,2000,564,português,Rocco,4.2,
Lisbela e o Prisioneiro,Osman Lins,9788576655961,8576655969,2011,117,português,,3.7,
Lua Azul - Coleção Os Imortais,Alyson Noël,9788580573398,8580573394,2017,256,português,Intrínseca,3.5,
Mac OSX Leopard na Prática,Rodrigo Martin de Macedo,9788578730741,8578730747,2009,160,português,Universo,5,
Magia Nossa de Cada Dia,Márcia Fernandes,9788542209723,8542209729,2017,288,português,,4.7,
Malevola,Elizabeth Rudnick (Adapt),9788550300900,855030090X,2018,237,português,Universo,4.2,
Manual do Guerreiro da Luz,Paulo Coelho,9788532515452,8532515452,2003,154,português,Rocco,3.3,
Manual para não morrer de amor,Walter Riso,9788542210811,8542210816,2017,190,português,,3.8,
Marketing para negócios de sucesso,Sérgio J. Cides,9788579300189,8579300185,2009,95,português,Universo,3,
Matadouro-Cinco,Kurt Vonnegut,9788551004609,8551004603,2019,,português,Intrínseca,2.8,
Meditação para a Saúde do Corpo e da Mente,Louise L. Hay,9788586796418,8586796417,2000,80,português,Sextante,3.9,
Meditações para a manhã e a noite,Louise L. Hay,9788586796241,8586796247,1999,80,português,Sextante,3.6,
meditações para a Manhã e para a Noite,Louise L. Hay,9788575422212,8575422219,2006,41,português,Sextante,3.6,
Meditações para gestantes,Fadynha,9788586796210,8586796212,1999,112,português,Sextante,3.1,
Megabiodiversidade Brasil,Ibsen de Gusmão Câmara,9788586796968,8586796964,2001,2006,português,Sextante,5,
Memórias Inventadas para crianças,Manoel de Barros,9788576650461,8576650460,2006,24,português,Planeta,4.3,
Memorização Para Falar em Público,Marcos da Costa Gois,9788579300776,8579300770,2009,128,português,Universo,0,
Mentes Extraordinárias,Alberto Dell'isola,9788550304083,8550304085,2020,64,português,Universo,3.1,
Mentes manipuladas: seu cérebro pode estar te enganando,Dr. Brian Boxer Wachler,9788550304106,8550304107,2020,304,português,Universo,3,
Mentes Milionárias,Dr. Doug Freeman,9788550302249,8550302244,2019,280,português,Universo,3.5,
Meu menino vadio: Histórias de um garoto autista e seu pai estranho,Luiz Fernando Vianna,9788551000953,8551000950,2017,208,português,Intrínseca,4,
Meu Pequeno Taurino,John Astrop,9788532505507,8532505503,1995,80,português,Rocco,0,
Meus Contos Preferidos,Lygia Fagundes Telles,9788532516480,8532516483,2004,318,português,Rocco,4.4,
Mindfulness,Harvard Business Review,9788543108582,8543108586,2019,128,português,,4,
Minhas Palavras,Vários Autores,9788576658948,8576658941,2012,8,português,,0,
"Minu, o gato azul",Antônio Torres,9788532519979,8532519970,2007,34,português,Rocco,3.3,
Mog's Christmas,Judith Kerr,9780001837263,1837265,1976,32,inglês,HarperCollins,5,
"Momento presente, momento maravilhoso",Thich Nhat Hanh,9788575421031,8575421034,2004,79,português,Sextante,3.6,
Mulheres De Aço E De Flores,Fábio De Melo,9788542207002,8542207009,2018,166,português,,0,
"Mulheres Inteligentes, Relações Saudáveis",Augusto Cury,9788542210903,8542210905,2017,176,português,,3.9,
Mulheres no comando,Caitlin Friedman,9788576860327,8576860325,2008,215,português,Verus,0,
Nada A Perder Vol 1,Edir Macedo,9788542205107,8542205103,2019,240,português,,0,
Nada A Perder Vol 2,Edir Macedo,9788542205114,8542205111,2020,240,português,,0,
Nada te perturbe,John Kirvan,9788587795090,8587795090,2000,150,português,Verus,5,
Não - Medo Na Empresa E Na Vida,Pilar Jericó,9788576651819,8576651815,2017,116,português,,0,
Nas Garras da Praga das Sombras,Brandon Mull,9788579800917,8579800919,2011,472,português,Rocco,4.5,
Nem uma coisa nem outra,Moacyr Scliar,9788532515087,8532515088,2003,35,português,Rocco,3.3,
Nimona,Noelle Stevenson,9788580579024,8580579023,2016,272,inglês,Intrínseca,4.7,
No Ritmo da Vida,Richard Calrson,9788532514288,8532514286,2002,205,português,Rocco,2.6,
No último minuto,Alexandra Bracken,9788551004340,8551004344,2018,79,português,Intrínseca,0,
Nos passos de Aladim,Thierry Aprile,9788532517371,8532517374,2004,125,português,Rocco,3.9,
O amante,Jodi Ellen Malpas,9788542203523,8542203526,2014,424,português,,4,
O amor é como um pássaro vermelho,Lucília J. de Almeida Prado,9788574797014,8574797014,2003,215,português,Planeta,4.3,
O Apanhador de Sonhos,Stephen King,9788573027259,8573027258,2004,654,português,Planeta,3.7,
O arqueólogo do Futuro,Maria Valéria Rezende,9788576651512,8576651513,2006,64,português,,3.4,
O balão amarelo,Lucília J. de Almeida Prado,9788574797038,8574797030,2003,199,português,Planeta,3.9,
O Bebê de 0 a 3 Anos,Coco Valero,9788576654247,8576654245,2009,158,português,,0,
O Caso Da Mansão Deboën,Edgar Cantero,9788551004074,8551004077,2019,,português,Intrínseca,0,
O Caso Da Mansão Deboën,Edgar Cantero,9788551004197,8551004190,2019,354,português,Intrínseca,3.8,
O Ciclo do Sucesso,Augusto Cury,9788576652663,8576652668,2007,130,português,Planeta,3.7,
O Despertar para o Sagrado,Lama Surya Das,9788532517968,853251796X,2005,366,português,Rocco,4.5,
O dia D,Antony Beevor,9788542215687,8542215680,2019,608,português,,0,
O discipulo da madrugada pop,Pe. Fábio de melo,9788542204421,8542204425,2017,182,português,,4.3,
O ditador e a rede,Daniel Pennac,9788532518361,8532518362,2005,242,português,Rocco,0,
O Doido Da Garrafa,Adriana Falcão,9788574795614,8574795615,2017,132,português,,4.6,
O dragão renascido,Robert Jordan,9788580576023,8580576024,2014,656,português,Intrínseca,0,
O estranho caso dos jogos olímpicos,Geronimo Stilton,9788576658481,8576658488,2012,128,português,Planeta,3.9,
O filho de Netuno,Rick Riordan,9788580571912,858057191X,2012,432,português,Intrínseca,4.8,
O Filho de Netuno - Os Heróis do Olimpo - Livro Dois,Rick Riordan,9788580574548,8580574544,2012,432,português,Intrínseca,4.4,
O Gênio Feminino,Julia Kristeva,9788532521040,8532521045,2007,496,português,Rocco,0,
O Guia do Herói Para Salvar O Seu Reino,Christopher Healy,9788576862413,8576862417,2013,358,português,Verus,4.1,
O Homem de Cro-Magnon,Albert Barillé,9788439568094,8439568096,2001,31,português,,0,
O Homem de Neanderthal,Albert Barillé,9788439568087,8439568088,2001,31,português,,0,
O Homem do Renascimento,Albert Barillé,9788439568209,8439568207,2001,31,português,,0,
O Homem e a Terra,Albert Barillé,9788439568322,8439568320,2001,31,português,,0,
O homem que só tinha certezas,Adriana Falcão,9788576651536,857665153X,2006,72,português,,3.8,
O Jantar,Herman Koch,9788551001431,8551001434,2017,300,português,Intrínseca,0,
O Jantar,Herman Koch,9788551001561,8551001566,2017,300,português,Intrínseca,0,
O Labirinto Do Fauno,Guillermo del Toro,9788551005200,8551005200,2019,320,português,Intrínseca,4.4,
O lado bom da vida,Matthew Quick,9788580572780,8580572789,2018,256,português,Intrínseca,3.7,
O Livro dos Amores,Gabriel Chalita,9788576658238,8576658232,2012,216,português,,0,
O Livro Tibetano dos Mortos,W.Y.Evans-Wentz (org.),9788532512963,8532512968,2002,224,português,Rocco,4.2,
O martelo de Thor,Rick Riordan,9788551000717,8551000713,2016,400,português,Intrínseca,4.5,
O milagre do acaso,Cesar Romão,9788542202502,8542202503,2014,160,português,,0,
O Mistério da Pirâmide de Queijo,Geronimo Stilton,9788576656715,857665671X,2015,120,português,,4.5,
O Mundo que nos Rodeia,Vários Autores,9788576656562,8576656566,2015,14,português,,0,
O Navio das Noivas,Jojo Moyes,9788551000250,855100025X,2017,320,português,Intrínseca,4.2,
O oceano no fim do caminho,Neil Gaiman,9788580573695,8580573696,2013,208,português,Intrínseca,4.2,
O olho do mundo,Robert Jordan,9788580573626,8580573629,2013,800,português,Intrínseca,5,
O pequeno cavaleiro,Maria Inês Garibaldi,9788576653394,8576653397,2007,14,português,Planeta,0,
O Poder da Influência Mental,William Walker Atkinson,9788599187821,8599187821,2008,79,português,Universo,2.7,
O que é o Brasil?,Roberto DaMatta,9788532516107,8532516106,2003,64,português,Rocco,3.2,
O que está acontecendo com o meu corpo?,Joely Carey,9788579302176,857930217X,2011,110,português,Universo,3.9,
O que Você Quiser,Sara Fawkes,9788542210859,8542210859,2017,216,português,,3.2,
O Rei do Baião,Arievaldo Viana,9788576658214,8576658216,2012,39,português,Planeta,5,
O rio que saía do Éden,Richard Dawkins,9788532506054,8532506054,1996,152,português,Rocco,4,
O Século das Luzes,Albert Barillé,9788439568261,8439568266,2001,31,português,,0,
O Século de Ouro Espanhol,Albert Barillé,9788439568216,8439568215,2001,31,português,,0,
O Segredo da Pedra Rosa,Bondi Band,9788542201833,8542201833,2013,24,português,,0,
O Segredo das Pessoas Carismáticas. Pocket,Emma Sargent; Tim Fearon,9788550302195,8550302198,2018,224,português,Universo,3.5,
O segredo do meu marido,Liane Moriarty,9788580574807,8580574803,2014,368,português,Intrínseca,4.2,
O Sexto Homem,David Baldacci,9788580413199,8580413192,2014,352,português,Arqueiro,4.2,
O Tatuador De Auschwitz,Heather Morris,9788542218091,8542218094,2019,240,português,Planeta,4.5,
O Terceiro Reich em Guerra,Richard J. Evans,9788542203349,8542203348,2014,1056,português,,0,
O Tocador de Tuba,Chico Anysio,9788532503114,853250311X,1977,128,inglês,Rocco,3.6,
O trabalho de uma vida,Therry Janssen,9788589885928,8589885925,2004,249,português,Planeta,5,
O Trono da Rainha Jinga,Alberto Mussa,9788576861645,857686164X,2012,132,português,Verus,3.6,
O Universo numa Casca de Noz - Editora Intrínseca,Stephen Hawking,9788580578898,8580578892,2016,224,português,Intrínseca,0,
O Vendedor De Sonhos 2 - E A Revolcao Dos Anonimos,Augusto Cury,9788542207644,8542207645,2020,318,português,,3.5,
O Vendedor de Sonhos 2. A Revolução dos Anônimos,Augusto Cury,9788542208214,8542208218,2017,320,português,,4.4,
O Vendedor de Sonhos 3. O Semeador de Ideias,Augusto Cury,9788542208221,8542208226,2017,256,português,,4.4,
O Vendedor de Sonhos e a revolução dos Anônimos,Augusto Cury,9788576656524,8576656523,2009,320,português,,1,
Onde Mora a Felicidade?,Fabiana Bertotti,9788542211030,8542211030,2017,192,português,,4.3,
Orfandades - Nova edição: O destino das ausências,Pe. Fábio De Melo,9788542214055,8542214056,2018,160,português,,4.2,
Os 7 segredos da sincronicidade: um guia para descobrir significados em grandes e pequenos sinais,Trish Macgregor,9788576657613,8576657619,2011,100,português,,5,
Os afetos,Rodrigo Hasbún,9788580579208,8580579201,2016,128,português,Intrínseca,0,
Os Arquivos Perdidos 5: Os últimos dias de Lorien (Os Legados de Lorien),Pittacus Lore,9788580574111,8580574110,2013,92,português,Intrínseca,4.2,
Os Arquivos Perdidos: Os legados da número seis,Pittacus Lore,9788580571615,8580571618,2011,100,português,Intrínseca,4.3,
Os cadernos de Don Rigoberto,Mario Vargas Llosa,9788574797120,857479712X,2004,310,português,Planeta,3.8,
Os Comandantes,Bob Woodward,9788532500946,8532500943,1991,452,português,Rocco,4.3,
Os Filhos Da Mãe,Rita Ferro,9788576653875,8576653877,2008,216,português,,0,
Os Gatos Nunca Mentem Sobre o Amor,Jayne Dillon,9788579306723,8579306728,2013,216,português,Universo,3.9,
Os Invisíveis e o Amuleto da Serpente,Matheus Ueta,9788542211320,8542211324,2017,160,português,,4.2,
Os Irmãos Sisters,Patrick deWitt,9788542211047,8542211049,2017,272,português,,4.1,
Os Mestres do Xadrez,Gérson Peres Batista,9788579300578,8579300576,2009,128,português,Universo,3.8,
Os Primeiros Impérios,Albert Barillé,9788439568063,8439568061,2001,31,português,,0,
Os prós e os contras de nunca esquecer,Val Emmich,9788551003695,8551003690,2019,320,português,Intrínseca,4.2,
Os Séculos de Péricles e de Alexandre Magno,Albert Barillé,9788439568117,8439568118,2001,31,português,,0,
Os Segredos da Mente Milionária,T. Harv Eker,9788575425923,8575425927,2010,143,português,Sextante,4.2,
Os Sete Maçons,Geraldo Faria,9788579301018,8579301017,2010,96,português,Universo,4,
Os Sete Últimos Meses de Anne Frank,Willy Lindwer,9788550302331,8550302333,2015,240,português,Universo,4.7,
Os Sete Últimos Meses De Anne Frank - Pocket,Willy Lindwer,9788550303116,8550303119,2018,224,português,Universo,4.3,
Os Vikings,Albert Barillé,9788439568162,8439568169,2001,31,português,,0,
Pai Nosso. Uma Reflexão Inédita Sobre a Oração que Jesus Ensinou aos Seus Discípulos,Papa Francisco,9788542215137,8542215133,2018,144,português,,5,
Pancho Villa,Paco Ignacio Taibo II,9788576653295,857665329X,2007,848,português,,0,
Paper Money,Adam Smith,9780671448257,671448250,1981,335,português,Galera,3.5,
Para Depois que Eu Partir. Pocket,Heather Mc Manamy; William Croyle,9788550300986,8550300985,2019,192,português,Universo,4.5,
Para todos os garotos que já amei,Jenny Han,9788580577273,8580577276,2015,320,português,Intrínseca,4.3,
Parati Para Mim,Santiago Nazarian,9788574796505,8574796506,2003,118,português,Planeta,2.9,
Pare Com Essa Merda: Acabe Com A Autossabotagem E Conquiste Sua Vida De Volta,Gary John Bishop,9788551005255,8551005251,2019,208,português,Intrínseca,0,
Pare de beijar sapos!,Madaleine lowe,9788579301230,8579301238,2010,160,português,Universo,3.2,
Paris para um e outros contos,Jojo Moyes,9788580579734,8580579732,2017,240,português,Intrínseca,0,
Passageiros do Tempo,Alexandra Bracken,9788551003442,8551003445,2018,384,português,Intrínseca,0,
"Pedro, o Grande, da Rússia",Albert Barillé,9788439568254,8439568258,2001,31,português,,0,
Pequenas descobertas do mundo,Clarice Lispector,9788532516114,8532516114,2003,48,português,Rocco,3.8,
Pequenos incêndios por toda parte,Celeste Ng,9788551003138,8551003135,2018,416,português,Intrínseca,4.1,
Pequenos Milagres,Yitta Halberstam e Judith Leventhal,9788586796166,8586796166,1998,192,português,Sextante,0,
Percy Jackson e os deuses gregos,Rick Riordan,9788580576344,8580576342,1969,336,português,Intrínseca,5,
Percy Jackson e os Olimpianos: Guia Definitivo,Rick Riordan,9788580572469,8580572460,2012,148,português,Intrínseca,4,
Pesadelos e Paisagens Noturnas Volume 1 e 2,Stephen King,9788574796543,8574796549,2018,690,português,,0,
Piadas Nerds,Ivan Baroni,9788576862031,8576862034,2012,120,português,Verus,3.5,
Pinóquio às Avessas,Rubem Alves,9788587795786,8587795783,2005,47,português,Verus,4.2,
Pocket - As lições de Chico Xavier - 5º edição,Marcel Souto Maior,9788542210910,8542210913,2017,112,português,,3,
